project_name,team_name,description,github_url,track_name,technologies,team_members,demo_url,video_url
TalentChain Pro,Team_30664,"TalentChain Pro is a blockchain-powered talent ecosystem that tokenizes skills as dynamic assets (Soulbound Tokens/SBTs), enables portable work history via HCS streams, and uses AI oracles for autonomous reputation verification. Built on Hedera Hashgraph, it aims to create a decentralized future of work where talent is sovereign and opportunities are permissionless.",https://github.com/austinLorenzMccoy/talentchainpro,DLT for Operations,"AI / Robotics, 1",,https://talent-chain-frontend-navy.vercel.app/,https://youtu.be/YSPjE1Xjb-A
TerraLedger,Team_30650,"To democratize carbon credit access in Africa by creating a transparent, affordable, and community-first marketplace where verified environmental actions are tokenized, traded, and retired on Hedera’s carbon-negative network. - Africa’s climate projects are often unseen, unfunded, and undervalued - Current carbon credit verification is slow, costly, and opaque - Lack of domestic emission awareness tools for households",https://github.com/Mooh487/terraledger,Onchain Finance & Real-World Assets (RWA),Crypto / Web3DeFiZKToken Economics InnovationRWA,,https://terraledger-beta.vercel.app/,https://youtube.com/shorts/AquDeqDF5oQ?feature=share
Circularity Nexus,Team_30643,"""Tokenize Trash. Earn Wealth. Heal the Planet."" Circularity Nexus is a Layer 1 platform on Hedera that transforms waste into digital assets. Using AI, IoT, and blockchain, we verify and tokenize over 50 types of waste, enabling individuals to earn from recycling. Users stake waste tokens to earn yield, while corporations access ESG rewards and carbon credits. Every transaction is tracked on-chain—from trash to remanufactured product powering a transparent, circular economy.",https://github.com/Henryno111/Circularity_Nexus,DLT for Operations,"Crypto / Web3Public Good FundingRWAHedera, 1",,https://circularity-nexus-2fu3.vercel.app/,https://youtu.be/8WLcvQ_P-j0
Office Verse,Team_30638,"Project Overview: Officeverse is an innovative metaverse platform designed for corporate collaboration, leveraging the unique capabilities of the Hedera Hashgraph distributed ledger technology (DLT). This project aims to transform traditional corporate interactions by introducing elements of verifiable digital ownership, transparent decision-making, and tokenized employee engagement within a dynamic virtual environment. Our focus is on solving real-world problems and creating valuable interac...",,DLT for Operations,"2, 3",,,
HashFi,Team_30637,"Pitch deck :https://drive.google.com/file/d/1oF35cmGQYrkG4zCnY5GuTXxxQC1zzhA1/view?usp=sharing HashFi is a decentralized on-chain reputation protocol designed to bring trust, credibility, and personalization to DeFi. !Sans-titre---1.png The decentralized finance ecosystem suffers from a critical lack of trustless identity and reputation systems. Users are treated as anonymous wallets, making it difficult for protocols to assess credibility, allocate resources efficiently, or offer personalize...",,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3DeFi, 3, 1",,https://v0-help-with-vercel-rho-red.vercel.app/,https://www.youtube.com/watch?v=WW93X8prpvE
agri-finance-dapp,Team_30636,"A decentralized platform that leverages smart contracts to streamline farmer payments, manage crop insurance, and enable food traceability from farm to table. This system empowers farmers, insurers, and consumers through transparency, automation, and blockchain-based trust.",https://github.com/Etoro63/Agri-Financ.git,DLT for Operations,1,,https://www.linkedin.com/in/etoro-abasi-udoh-878b7526a?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app,
EcoTrack,Team_30632,"🧠 Concept EcoTrack 🌿 is a digital platform designed to track and incentivize eco-friendly actions such as recycling, tree planting, and waste reduction. Built with open-source technologies, it ensures transparency, security, and full respect for the digital sovereignty of African nations. 🎯 Problem Many African communities face growing environmental challenges, including pollution, lack of awareness, and the absence of reliable systems to encourage sustainable behavior.",,DLT for Operations,"AI / Robotics, 5, 7",,,
LISA,Team_30624,"L.I.S.A, an acronym for LLM-based Intelligent Security Analyzer, is an AI-powered security platform that utilizes the power of LLMs to perform smart contract security analysis, provide code insights and offer security recommendations. ##",https://github.com/agentlisa,AI & DePIN,AI / Robotics,,,
SafePhone NG,Team_30609,"SafePhone NG: A Hedera-Powered Device Registration & Theft Response Network as a decentralized platform where users register their mobile devices on Hedera, enabling instant verification, theft reporting, and coordination with security agents even after a factory reset. The Problems: Every day, Nigerians and other African Countries lose more than devices they lose their digital lives, financial access, and sense of security. Current solutions aren't enough.",https://github.com/smartrogo/safephoneng,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3NFTPrivacyRWASecurity, 2, 4",,https://safephoneng.vercel.app/,
RentChain,Team_30602,"RentChain Africa: A Smart, On-Chain Property Leasing & Management Platform on Hedera. Problem Statement Rental processes in many African cities are manual, trust-dependent, and inefficient. Tenants face unfair evictions, fake listings, and deposit theft. Landlords struggle with late payments, tenant screening, and enforcement. No unified system for lease history, creditworthiness, or dispute resolution.",https://github.com/RentChain-Africa,Onchain Finance & Real-World Assets (RWA),"7, 11",,https://rentchainafrica.vercel.app/,
ARTHURDEX,Team_30590,![unuploaded image]()!1000050277.png,https://github.com/Saleemahhh1,DLT for Operations,"1, 2",,https://arthurdex.netlify.app/,https://www.youtube.com/@ALFERSSEYCRYPTO674
AgriToken,Team_30572,"AgriToken aims to democratize agricultural investment and empower smallholder farmers across Africa by leveraging the Hedera network. Agriculture is the backbone of many African economies, yet millions of smallholder farmers remain underfunded, disconnected from global markets, and vulnerable to unfair pricing. AgriToken bridges this gap by leveraging Hedera Hashgraph to tokenize farm yields, enabling farmers to access capital and investors to earn sustainable returns — all in a secure, trans...",https://github.com/yusufidimaina9989/AgriToken,Onchain Finance & Real-World Assets (RWA),"Crypto / Web3DeFiRWA, 2",,,https://youtu.be/Ujg_QSSZ64E?si=dbtsYzQs_Ix61K9m
Blockvote,Team_30571,"BlockVote is a decentralized voting platform to built on the Hedera network using the Hedera Consensus Service (HCS) to ensure transparency, integrity, and tamper-proof voting for organizations, DAOs, student unions, and cooperatives. With BlockVote, voters can securely cast their votes from anywhere using their crypto identity or wallet. Every vote is recorded immutably on Hedera’s public ledger, and results can be verified in real-time without compromising anonymity.",https://github.com/hidima199,DLT for Operations,"3, 4",,,
HashQuest,Team_30560,,https://github.com/Dopezapha/Hedera,DLT for Operations,"Crypto / Web3GameFiEducationHedera, 1",,https://hashquest.vercel.app/,
Polkasend-APAC,Team_30538,"Over the last decade, most economies in Latin America and the Caribbean have displayed sustained growth and macroeconomic stability leading to the emergence of growing middle classes. Despite these advances, poverty and inequality levels remain high and financial exclusion still affects important sectors of the population, which can hinder future economic and social development.El Salvador’s experiment with Bitcoin has justifiably intrigued much of the financial world. That focus might be mis...",,Onchain Finance & Real-World Assets (RWA),"1, 2",,,https://www.youtube.com/watch?v=4ZAjKUNxYL8
HashPack logistics,Team_30535,"HASHPACK LOGISTICS: REINVENTING AFRICA’S DELIVERIES !76013.jpg - THE PROBLEM Africa’s logistics sector is broken. Customers face unreliable deliveries, no real-time tracking, fraudulent riders, and frequent package losses. SMEs and informal vendors struggle with last-mile logistics, hurting their businesses and limiting access to markets.",,DLT for Operations,"Crypto / Web3, 2, 10",,,
h-Fiat,Team_30510,"h-Fiat is a decentralized financial infrastructure built on Hedera, enabling African banks and microfinance institutions (MFIs) to issue and manage fiat-backed stable tokens. It facilitates secure, low-cost cross-border payments, real-time settlements, and automated insurance payouts through smart contracts. The system includes a token issuance mechanism, a DAO-managed insurance pool, and bank-friendly APIs to streamline adoption while maintaining regulatory alignment.",,Onchain Finance & Real-World Assets (RWA),,,,
JadenX.CryptoAI,Team_30504,"Over the past week, we’ve made major strides in evolving CryptoAI into a smart, modular cryptocurrency trading and analysis platform. At its core, the system processes over 100 days of historical price data for Bitcoin (BTC) and Ethereum (ETH), extracting 7 essential technical indicators — RSI, MACD, EMA, SMA, Bollinger Bands, Volume, and Stochastic Oscillator — along with confidence scoring to support traders in identifying potential entry and exit points and who provided the analysis is alr...",https://github.com/tai03102004/Crypto-BE-AI,AI & DePIN,AI / Robotics,,,https://www.youtube.com/watch?v=Wx_nZh76_88&feature=youtu.be
ai-nfts-mintbase,Team_30500,,https://github.com/beuguefallou/ai-nfts-mintbase,AI & DePIN,"1, 2",,https://ai-nfts-sooty.vercel.app/,https://youtu.be/8bB1Zi-pEJw
